origin,destination,routeCount,ok,mismatches
Melrose Highlands,Englewood Avenue,8,true,""
Blandford Street,Community College,8,true,""
East Weymouth,Dean Road,8,true,""
Wellesley Square,Rowley,8,true,""
T.F. Green Airport,JFK/UMass,8,true,""
Manchester,Wyoming Hill,8,true,""
Mishawum,Anderson/Woburn,8,true,""
Auburndale,Kendal Green,8,true,""
West Roxbury,Newtonville,8,true,""
Wollaston,South Acton,8,true,""
Norwood Depot,Airport,8,true,""
Route 128,Alewife,8,true,""
Natick Center,Four Corners/Geneva,8,true,""
Waban,Quincy Center,8,true,""
Orient Heights,Haymarket,8,true,""
Northeastern University,Canton Junction,8,true,""
Lynn,Stony Brook,8,true,""
Rockport,Orient Heights,8,true,""
Canton Center,Windsor Gardens,8,true,""
Fairmount,Swampscott,8,true,""
Kent Street,Melrose Highlands,8,true,""
Manchester,Halifax,8,true,""
Ipswich,Islington,8,true,""
Melrose/Cedar Park,Readville,8,true,""
North Wilmington,Shawmut,8,true,""
Sullivan Square,Ipswich,8,true,""
Anderson/Woburn,Norfolk,8,true,""
Gloucester,South Weymouth,8,true,""
Worcester/Union Station,West Hingham,8,true,""
Nantasket Junction,Massachusetts Avenue,8,true,""
Downtown Crossing,Plimptonville,8,true,""
North Station,Wellesley Square,8,true,""
Boylston,Ashland,8,true,""
Highland,Yawkey,8,true,""
Riverway,Shirley,8,true,""
Newton Highlands,Wellesley Hills,8,true,""
Wedgemere,Chinatown,8,true,""
Mishawum,Ashmont,8,true,""
Andrew,Winchester Center,8,true,""
Park Street,Plimptonville,8,true,""
Whitman,Riverside,8,true,""
Airport,Forest Hills,8,true,""
Chestnut Hill,Prides Crossing,8,true,""
Beaconsfield,Hawes Street,8,true,""
Manchester,Ashland,8,true,""
Mishawum,Porter,8,true,""
Wakefield,Assembly,8,true,""
Tappan Street,Sullivan Square,8,true,""
North Wilmington,Quincy Adams,8,true,""
JFK/UMass,Dedham Corporate Center,8,true,""
Mansfield,Four Corners/Geneva,8,true,""
JFK/UMass,Fenwood Road,8,true,""
Silver Hill,Nantasket Junction,8,true,""
Walpole,Nantasket Junction,8,true,""
Malden Center,Boylston,8,true,""
Blandford Street,Ayer,8,true,""
Lowell,Bowdoin,8,true,""
Worcester/Union Station,Norwood Central,8,true,""
Tufts Medical Center,Rowley,8,true,""
Broadway,Braintree,8,true,""
Sullivan Square,Newtonville,8,true,""
Massachusetts Avenue,Ashland,8,true,""
Longwood,Dean Road,8,true,""
Back Bay,Bradford,8,true,""
Northeastern University,Kent Street,8,true,""
Harvard Avenue,Coolidge Corner,8,true,""
Highland,Melrose/Cedar Park,8,true,""
Braintree,Haymarket,8,true,""
Canton Center,Dedham Corporate Center,8,true,""
Readville,Babcock Street,8,true,""
Blandford Street,Fairbanks Street,8,true,""
Norwood Depot,Needham Center,8,true,""
Beverly,Wyoming Hill,8,true,""
West Gloucester,Symphony,8,true,""
Plimptonville,Mansfield,8,true,""
Brigham Circle,Hamilton/Wenham,8,true,""
Warren Street,West Medford,8,true,""
Haymarket,Mansfield,8,true,""
Symphony,Green Street,8,true,""
Arlington,Dedham Corporate Center,8,true,""
Brandon Hall,Englewood Avenue,8,true,""
Lowell,Wellington,8,true,""
Bowdoin,Park Street,8,true,""
Halifax,Andover,8,true,""
Haymarket,Lawrence,8,true,""
Boston College,Packards Corner,8,true,""
Newburyport,Salem,8,true,""
Beachmont,Greenwood,8,true,""
North Billerica,Rowley,8,true,""
Concord,Revere Beach,8,true,""
Wellington,Beverly Farms,8,true,""
Savin Hill,Forest Hills,8,true,""
South Acton,Mansfield,8,true,""
Stoughton,Massachusetts Avenue,8,true,""
State,Museum of Fine Arts,8,true,""
Lowell,Lechmere,8,true,""
Newton Highlands,Endicott,8,true,""
Central,Halifax,8,true,""
Littleton/Route 495,Rockport,8,true,""
Blandford Street,West Newton,8,true,""
Gloucester,North Billerica,8,true,""
Weymouth Landing/East Braintree,Ashmont,8,true,""
Walpole,Wakefield,8,true,""
Reservoir,Concord,8,true,""
Copley,Canton Center,8,true,""
East Weymouth,Pleasant Street,8,true,""
Ashmont,Providence,8,true,""
Nantasket Junction,Brandon Hall,8,true,""
Wedgemere,West Concord,8,true,""
Eliot,Stony Brook,8,true,""
Ashland,Allston Street,8,true,""
West Natick,Quincy Adams,8,true,""
Concord,Kendal Green,8,true,""
T.F. Green Airport,Hawes Street,8,true,""
North Wilmington,East Weymouth,8,true,""
Green Street,Cohasset,8,true,""
Rowley,Massachusetts Avenue,8,true,""
North Beverly,Fairmount,8,true,""
Dean Road,Greenwood,8,true,""
Maverick,Kendal Green,8,true,""
Salem,Haverhill,8,true,""
Jackson Square,Park Street,8,true,""
Englewood Avenue,Savin Hill,8,true,""
Malden Center,Norwood Central,8,true,""
Endicott,Community College,8,true,""
Canton Center,Tufts Medical Center,8,true,""
Oak Grove,Boylston,8,true,""
Hynes Convention Center,Mansfield,8,true,""
Harvard,Newburyport,8,true,""
Quincy Adams,Waban,8,true,""
Bellevue,Lowell,8,true,""
Beachmont,Northeastern University,8,true,""
Allston Street,Babcock Street,8,true,""
North Wilmington,Ayer,8,true,""
Ayer,Orient Heights,8,true,""
Packards Corner,Warren Street,8,true,""
Manchester,Morton Street,8,true,""
Ayer,Ruggles,8,true,""
Roslindale Village,Needham Heights,8,true,""
Silver Hill,Talbot Avenue,8,true,""
Back of the Hill,Rowley,8,true,""
Franklin/Dean College,Readville,8,true,""
Kendall/MIT,Brandon Hall,8,true,""
Dedham Corporate Center,Newmarket,8,true,""
Sharon,Westborough,8,true,""
Lawrence,Community College,8,true,""
Franklin/Dean College,Andrew,8,true,""
Pleasant Street,Porter,8,true,""
Coolidge Corner,Braintree,8,true,""
North Leominster,Providence,8,true,""
Lynn,Haymarket,8,true,""
South Street,Boylston,8,true,""
Dedham Corporate Center,North Leominster,8,true,""
Four Corners/Geneva,South Street,8,true,""
Route 128,Four Corners/Geneva,8,true,""
Quincy Center,Community College,8,true,""
Aquarium,Chestnut Hill,8,true,""
Forge Park/495,West Roxbury,8,true,""
Windsor Gardens,Canton Center,8,true,""
Longwood Medical Area,Longwood,8,true,""
Brandon Hall,Talbot Avenue,8,true,""
Shirley,North Station,8,true,""
Hynes Convention Center,Kingston,8,true,""
Ruggles,Fitchburg,8,true,""
Green Street,North Station,8,true,""
Longwood Medical Area,Allston Street,8,true,""
West Medford,Westborough,8,true,""
Rowley,Summit Avenue,8,true,""
Community College,Needham Heights,8,true,""
Davis,Back Bay,8,true,""
Rockport,Oak Grove,8,true,""
Hyde Park,Government Center,8,true,""
Englewood Avenue,Back Bay,8,true,""
Saint Marys Street,Wellesley Hills,8,true,""
Westborough,North Billerica,8,true,""
Brandeis/Roberts,Reservoir,8,true,""
Readville,Park Street,8,true,""
Rockport,Kendall/MIT,8,true,""
Community College,Greenbush,8,true,""
West Gloucester,Fairbanks Street,8,true,""
Chestnut Hill Avenue,Melrose/Cedar Park,8,true,""
Riverside,Green Street,8,true,""
East Weymouth,Hersey,8,true,""
Science Park/West End,South Station,8,true,""
Westborough,Tufts Medical Center,8,true,""
Halifax,North Leominster,8,true,""
Savin Hill,Wilmington,8,true,""
Norfolk,Alewife,8,true,""
Dean Road,Woodland,8,true,""
T.F. Green Airport,Winchester Center,8,true,""
Silver Hill,South Acton,8,true,""
Mission Park,Bradford,8,true,""
Copley,Boston University Central,8,true,""
Westborough,Littleton/Route 495,8,true,""
Littleton/Route 495,Waverley,8,true,""
Northeastern University,Wellesley Farms,8,true,""
Waltham,Warren Street,8,true,""
Whitman,Back Bay,8,true,""
Whitman,Boston College,8,true,""
Museum of Fine Arts,Framingham,8,true,""
Needham Heights,Science Park/West End,8,true,""
Hamilton/Wenham,Needham Center,8,true,""
Halifax,Forest Hills,8,true,""
Hastings,Alewife,8,true,""
Kendal Green,Alewife,8,true,""
Sullivan Square,Needham Junction,8,true,""
Braintree,Ruggles,8,true,""
Tufts Medical Center,South Station,8,true,""
North Station,North Billerica,8,true,""
Mission Park,South Acton,8,true,""
Davis,Lynn,8,true,""
Manchester,Community College,8,true,""
Wonderland,Central,8,true,""
Aquarium,Fairmount,8,true,""
Eliot,Beaconsfield,8,true,""
Hanson,Canton Junction,8,true,""
Cleveland Circle,Kingston,8,true,""
Canton Center,Yawkey,8,true,""
Melrose/Cedar Park,Lynn,8,true,""
Green Street,Grafton,8,true,""
Rockport,Silver Hill,8,true,""
Newmarket,Sullivan Square,8,true,""
Park Street,Stony Brook,8,true,""
Cleveland Circle,Tappan Street,8,true,""
Lechmere,Fairbanks Street,8,true,""
Foxboro,Winchester Center,8,true,""
Broadway,Kingston,8,true,""
Warren Street,Attleboro,8,true,""
West Roxbury,Fairmount,8,true,""
Prides Crossing,Route 128,8,true,""
Griggs Street,Anderson/Woburn,8,true,""
Hastings,Wellington,8,true,""
Roxbury Crossing,Community College,8,true,""
Mishawum,Sutherland Road,8,true,""
Morton Street,Andrew,8,true,""
Fields Corner,Saint Marys Street,8,true,""
Government Center,Needham Center,8,true,""
South Street,Gloucester,8,true,""
Worcester/Union Station,Route 128,8,true,""
Four Corners/Geneva,Bellevue,8,true,""
Heath Street,Weymouth Landing/East Braintree,8,true,""
Brandeis/Roberts,South Attleboro,8,true,""
Wood Island,Green Street,8,true,""
Mission Park,Harvard Avenue,8,true,""
Ashland,Riverway,8,true,""
Allston Street,Bellevue,8,true,""
Boston University Central,Assembly,8,true,""
Endicott,JFK/UMass,8,true,""
Brandon Hall,Swampscott,8,true,""
Tappan Street,Porter,8,true,""
North Station,North Scituate,8,true,""
Beachmont,Auburndale,8,true,""
Canton Center,Boylston,8,true,""
Newburyport,Stony Brook,8,true,""
Morton Street,Kent Street,8,true,""
Newtonville,Boston University Central,8,true,""
Andover,Manchester,8,true,""
Rowley,Tappan Street,8,true,""
Porter,Quincy Adams,8,true,""
State,Park Street,8,true,""
South Street,Silver Hill,8,true,""
Beverly Farms,Wellesley Hills,8,true,""
Wonderland,North Leominster,8,true,""
Orient Heights,Green Street,8,true,""
South Weymouth,Waltham,8,true,""
Haymarket,Worcester/Union Station,8,true,""
Savin Hill,Braintree,8,true,""
Waban,Fenwood Road,8,true,""
Kendall/MIT,Charles/MGH,8,true,""
Wickford Junction,Stony Brook,8,true,""
Downtown Crossing,Symphony,8,true,""
Wakefield,Melrose/Cedar Park,8,true,""
Longwood Medical Area,Route 128,8,true,""
North Billerica,Melrose/Cedar Park,8,true,""
Needham Center,Chinatown,8,true,""
Canton Junction,Dedham Corporate Center,8,true,""
Coolidge Corner,Kent Street,8,true,""
Newmarket,Charles/MGH,8,true,""
Kendal Green,Boston College,8,true,""
Melrose Highlands,State,8,true,""
Brandon Hall,Heath Street,8,true,""
Four Corners/Geneva,Grafton,8,true,""
T.F. Green Airport,Kendall/MIT,8,true,""
Massachusetts Avenue,Kendall/MIT,8,true,""
Haymarket,Harvard Avenue,8,true,""
Wedgemere,Roslindale Village,8,true,""
Andover,Newburyport,8,true,""
Back Bay,West Natick,8,true,""
Alewife,Kent Street,8,true,""
JFK/UMass,Bradford,8,true,""
Symphony,Kent Street,8,true,""
Anderson/Woburn,Tappan Street,8,true,""
Plimptonville,Shawmut,8,true,""
Quincy Center,Back of the Hill,8,true,""
Wonderland,Stoughton,8,true,""
Arlington,Assembly,8,true,""
Broadway,Pleasant Street,8,true,""
Brookline Hills,Needham Junction,8,true,""
Endicott,Museum of Fine Arts,8,true,""
Prudential,Mishawum,8,true,""
Suffolk Downs,Harvard Avenue,8,true,""
Foxboro,Copley,8,true,""
Back of the Hill,Green Street,8,true,""
Savin Hill,Boston University West,8,true,""
Manchester,Airport,8,true,""
Rockport,Savin Hill,8,true,""
Kenmore,Montserrat,8,true,""
Nantasket Junction,Wachusett,8,true,""
Foxboro,Mishawum,8,true,""
Andover,Montserrat,8,true,""
Route 128,Wonderland,8,true,""
Waverley,Prides Crossing,8,true,""
Newton Highlands,South Acton,8,true,""
Jackson Square,Ashmont,8,true,""
Worcester/Union Station,Yawkey,8,true,""
Forest Hills,Alewife,8,true,""
Central,Highland,8,true,""
Mishawum,Plimptonville,8,true,""
Ashland,Worcester/Union Station,8,true,""
Southborough,Wedgemere,8,true,""
Reservoir,East Weymouth,8,true,""
Brookline Village,Belmont,8,true,""
Brookline Village,Rowley,8,true,""
Concord,Greenbush,8,true,""
Auburndale,Newburyport,8,true,""
Charles/MGH,Halifax,8,true,""
Beverly,Nantasket Junction,8,true,""
Harvard Avenue,Ayer,8,true,""
Babcock Street,Norfolk,8,true,""
Ruggles,Hersey,8,true,""
Canton Center,Swampscott,8,true,""
Lawrence,Reading,8,true,""
Chestnut Hill Avenue,Four Corners/Geneva,8,true,""
Grafton,Hastings,8,true,""
Ashmont,Stony Brook,8,true,""
North Billerica,Roxbury Crossing,8,true,""
Northeastern University,Salem,8,true,""
Wellesley Farms,Englewood Avenue,8,true,""
Endicott,Beverly,8,true,""
North Leominster,Babcock Street,8,true,""
Hawes Street,Beverly Farms,8,true,""
Washington Square,Needham Junction,8,true,""
Chelsea,Hanson,8,true,""
Newtonville,Chestnut Hill,8,true,""
Forest Hills,Highland,8,true,""
Symphony,Blandford Street,8,true,""
Aquarium,Park Street,8,true,""
Beaconsfield,Stony Brook,8,true,""
Melrose Highlands,Assembly,8,true,""
Littleton/Route 495,Andrew,8,true,""
Cleveland Circle,Stoughton,8,true,""
Jackson Square,Brigham Circle,8,true,""
Kenmore,Kendal Green,8,true,""
Malden Center,Back of the Hill,8,true,""
State,Haymarket,8,true,""
West Concord,Mansfield,8,true,""
Norwood Central,Community College,8,true,""
Savin Hill,Sharon,8,true,""
Halifax,Harvard Avenue,8,true,""
Littleton/Route 495,Wachusett,8,true,""
Wellesley Farms,Providence,8,true,""
Greenbush,Malden Center,8,true,""
Whitman,Hawes Street,8,true,""
East Weymouth,Norwood Central,8,true,""
Blandford Street,Griggs Street,8,true,""
Yawkey,Ballardvale,8,true,""
Melrose/Cedar Park,Fairmount,8,true,""
East Weymouth,North Scituate,8,true,""
Washington Street,Framingham,8,true,""
Morton Street,Suffolk Downs,8,true,""
Ruggles,Wickford Junction,8,true,""
Salem,Waltham,8,true,""
Needham Heights,South Acton,8,true,""
Chestnut Hill Avenue,Jackson Square,8,true,""
Hynes Convention Center,Roxbury Crossing,8,true,""
Cohasset,Beaconsfield,8,true,""
Fields Corner,Warren Street,8,true,""
Waltham,West Concord,8,true,""
Park Street,Harvard,8,true,""
Northeastern University,Brookline Hills,8,true,""
Weymouth Landing/East Braintree,Chestnut Hill,8,true,""
Suffolk Downs,Wilmington,8,true,""
West Medford,Charles/MGH,8,true,""
West Hingham,Ballardvale,8,true,""
Whitman,Bradford,8,true,""
Needham Junction,Windsor Gardens,8,true,""
Summit Avenue,Waverley,8,true,""
Massachusetts Avenue,Charles/MGH,8,true,""
Ayer,Copley,8,true,""
Copley,North Quincy,8,true,""
Wellesley Farms,Uphams Corner,8,true,""
Stony Brook,Walpole,8,true,""
Needham Junction,South Attleboro,8,true,""
South Station,West Hingham,8,true,""
Blandford Street,Eliot,8,true,""
Brookline Village,Needham Center,8,true,""
Beachmont,Salem,8,true,""
Boston University West,Ballardvale,8,true,""
Brandeis/Roberts,East Weymouth,8,true,""
Yawkey,Riverway,8,true,""
Lynn,Halifax,8,true,""
Wakefield,Heath Street,8,true,""
Hamilton/Wenham,Lechmere,8,true,""
Greenbush,Plimptonville,8,true,""
Wellesley Hills,Mansfield,8,true,""
Dedham Corporate Center,Nantasket Junction,8,true,""
Prides Crossing,Fields Corner,8,true,""
Davis,Science Park/West End,8,true,""
Boylston,Waverley,8,true,""
Four Corners/Geneva,Suffolk Downs,8,true,""
Davis,T.F. Green Airport,8,true,""
Lechmere,Mansfield,8,true,""
Northeastern University,Kingston,8,true,""
Packards Corner,Reservoir,8,true,""
Talbot Avenue,Route 128,8,true,""
JFK/UMass,Hamilton/Wenham,8,true,""
Copley,Chelsea,8,true,""
Shawmut,Bradford,8,true,""
Packards Corner,Canton Center,8,true,""
Swampscott,Haymarket,8,true,""
Cohasset,Canton Center,8,true,""
Quincy Adams,Longwood,8,true,""
Norwood Central,State,8,true,""
West Gloucester,Quincy Adams,8,true,""
Walpole,Haverhill,8,true,""
Forge Park/495,Lincoln,8,true,""
Wonderland,Framingham,8,true,""
Littleton/Route 495,Needham Center,8,true,""
Tufts Medical Center,North Station,8,true,""
Cleveland Circle,Manchester,8,true,""
Green Street,Auburndale,8,true,""
Morton Street,South Acton,8,true,""
Hyde Park,Wood Island,8,true,""
Montserrat,Forge Park/495,8,true,""
Forest Hills,Airport,8,true,""
Norfolk,Andrew,8,true,""
Copley,Brookline Hills,8,true,""
Wellesley Farms,Norwood Central,8,true,""
Babcock Street,Readville,8,true,""
Central,West Medford,8,true,""
JFK/UMass,Central,8,true,""
Manchester,Boston College,8,true,""
Bradford,Wollaston,8,true,""
Norwood Central,Fields Corner,8,true,""
East Weymouth,Suffolk Downs,8,true,""
Boston University Central,Kenmore,8,true,""
Back of the Hill,Ashland,8,true,""
Babcock Street,Fairmount,8,true,""
Eliot,South Street,8,true,""
Cohasset,Bowdoin,8,true,""
Plymouth,Quincy Center,8,true,""
Ashland,Cohasset,8,true,""
Longwood,Morton Street,8,true,""
South Street,Forge Park/495,8,true,""
Readville,Orient Heights,8,true,""
Blandford Street,Eliot,8,true,""
Brookline Hills,Alewife,8,true,""
Fairmount,Aquarium,8,true,""
Attleboro,North Station,8,true,""
Kingston,West Roxbury,8,true,""
Porter,Andover,8,true,""
Concord,Waverley,8,true,""
West Roxbury,Auburndale,8,true,""
Central,Broadway,8,true,""
Chelsea,Mission Park,8,true,""
Gloucester,Newmarket,8,true,""
Government Center,Roxbury Crossing,8,true,""
Hynes Convention Center,Forest Hills,8,true,""
North Billerica,Broadway,8,true,""
Islington,Cohasset,8,true,""
Saint Marys Street,Kingston,8,true,""
Massachusetts Avenue,Wood Island,8,true,""
Newton Highlands,Symphony,8,true,""
Ashmont,Fenway,8,true,""
Wood Island,Roslindale Village,8,true,""
Norfolk,Kendal Green,8,true,""
Swampscott,Fenwood Road,8,true,""
Boston College,Wood Island,8,true,""
Highland,West Roxbury,8,true,""
Quincy Adams,Swampscott,8,true,""
Green Street,Quincy Adams,8,true,""
Orient Heights,Saint Marys Street,8,true,""
Andover,Washington Street,8,true,""
Dedham Corporate Center,Fairbanks Street,8,true,""
Reservoir,Winchester Center,8,true,""
Nantasket Junction,Newburyport,8,true,""
Canton Center,Airport,8,true,""
Cohasset,Wakefield,8,true,""
Warren Street,Wakefield,8,true,""
Anderson/Woburn,Wilmington,8,true,""
Mission Park,East Weymouth,8,true,""
Forge Park/495,Ruggles,8,true,""
Downtown Crossing,Jackson Square,8,true,""
Kendal Green,Providence,8,true,""
Forge Park/495,East Weymouth,8,true,""
West Gloucester,State,8,true,""
Lowell,Dedham Corporate Center,8,true,""
Park Street,Wood Island,8,true,""
Plymouth,North Scituate,8,true,""
Warren Street,Swampscott,8,true,""
Melrose Highlands,Wedgemere,8,true,""
Saint Paul Street,North Leominster,8,true,""
Reservoir,Hanson,8,true,""
Andrew,Whitman,8,true,""
Rockport,Anderson/Woburn,8,true,""
Winchester Center,Northeastern University,8,true,""
Boston University West,West Concord,8,true,""
North Quincy,North Station,8,true,""
Copley,Wonderland,8,true,""
Beverly Farms,Malden Center,8,true,""
Weymouth Landing/East Braintree,Salem,8,true,""
North Billerica,Chestnut Hill Avenue,8,true,""
Stoughton,West Newton,8,true,""
Beaconsfield,Talbot Avenue,8,true,""
South Acton,Savin Hill,8,true,""
Ayer,Wickford Junction,8,true,""
Wilmington,Copley,8,true,""
Blandford Street,Broadway,8,true,""
Needham Heights,Roslindale Village,8,true,""
Haymarket,Revere Beach,8,true,""
Forest Hills,Brigham Circle,8,true,""
Rockport,Central,8,true,""
Central,Ballardvale,8,true,""
Newton Centre,Melrose/Cedar Park,8,true,""
Back of the Hill,Brandon Hall,8,true,""
Fenwood Road,Revere Beach,8,true,""
Canton Center,Grafton,8,true,""
Fenwood Road,Reservoir,8,true,""
State,Needham Center,8,true,""
Norfolk,South Street,8,true,""
Andover,Mission Park,8,true,""
Weymouth Landing/East Braintree,Tappan Street,8,true,""
Back of the Hill,Weymouth Landing/East Braintree,8,true,""
Saint Marys Street,Wakefield,8,true,""
Sharon,Malden Center,8,true,""
Brandeis/Roberts,Providence,8,true,""
Pleasant Street,Brandeis/Roberts,8,true,""
Ashland,West Medford,8,true,""
Back Bay,Hawes Street,8,true,""
Quincy Adams,Harvard Avenue,8,true,""
Mission Park,Saint Marys Street,8,true,""
Jackson Square,Norfolk,8,true,""
Central,Riverway,8,true,""
North Wilmington,Waban,8,true,""
Newton Highlands,Mansfield,8,true,""
Allston Street,Boston University West,8,true,""
Route 128,Tappan Street,8,true,""
Massachusetts Avenue,Copley,8,true,""
Concord,Downtown Crossing,8,true,""
Boston University East,Foxboro,8,true,""
Kingston,Lowell,8,true,""
Northeastern University,Brandeis/Roberts,8,true,""
Wellesley Farms,Rockport,8,true,""
Attleboro,Newmarket,8,true,""
Boylston,Allston Street,8,true,""
Suffolk Downs,Allston Street,8,true,""
Greenbush,Ballardvale,8,true,""
Malden Center,Framingham,8,true,""
Rockport,Wyoming Hill,8,true,""
Englewood Avenue,West Newton,8,true,""
Morton Street,Ayer,8,true,""
Wonderland,North Beverly,8,true,""
Brandeis/Roberts,Whitman,8,true,""
Hanson,Dean Road,8,true,""
East Weymouth,Prides Crossing,8,true,""
Nantasket Junction,Hersey,8,true,""
Yawkey,West Concord,8,true,""
Newburyport,West Concord,8,true,""
Symphony,Plymouth,8,true,""
Maverick,Grafton,8,true,""
Fairbanks Street,Chiswick Road,8,true,""
Oak Grove,Wachusett,8,true,""
Maverick,Silver Hill,8,true,""
Fields Corner,Beverly,8,true,""
Fields Corner,Davis,8,true,""
Foxboro,Kendall/MIT,8,true,""
Ballardvale,Needham Junction,8,true,""
Halifax,Weymouth Landing/East Braintree,8,true,""
Orient Heights,Sullivan Square,8,true,""
West Concord,Northeastern University,8,true,""
Fairmount,Chestnut Hill Avenue,8,true,""
Brandon Hall,Harvard Avenue,8,true,""
Waverley,Lechmere,8,true,""
Arlington,Silver Hill,8,true,""
Hanson,Reading,8,true,""
Mission Park,Belmont,8,true,""
South Acton,Mansfield,8,true,""
Mansfield,Brandon Hall,8,true,""
North Quincy,Fitchburg,8,true,""
Fairbanks Street,Prides Crossing,8,true,""
Central,Kendal Green,8,true,""
Kent Street,Northeastern University,8,true,""
East Weymouth,Boylston,8,true,""
Porter,Plymouth,8,true,""
Kenmore,West Medford,8,true,""
Bowdoin,Fairmount,8,true,""
Symphony,Ballardvale,8,true,""
Riverside,Hynes Convention Center,8,true,""
Lynn,Greenbush,8,true,""
Swampscott,Norwood Central,8,true,""
Hanson,Alewife,8,true,""
North Leominster,West Medford,8,true,""
Islington,Brookline Village,8,true,""
Littleton/Route 495,Newton Centre,8,true,""
Longwood,JFK/UMass,8,true,""
East Weymouth,Lowell,8,true,""
Needham Center,Roxbury Crossing,8,true,""
Swampscott,Washington Street,8,true,""
Maverick,Hawes Street,8,true,""
Ipswich,Ashmont,8,true,""
Community College,Broadway,8,true,""
Manchester,Englewood Avenue,8,true,""
Hawes Street,Haymarket,8,true,""
Chelsea,Bradford,8,true,""
Islington,Silver Hill,8,true,""
West Hingham,Highland,8,true,""
Downtown Crossing,Canton Center,8,true,""
Blandford Street,Hamilton/Wenham,8,true,""
Rowley,Harvard Avenue,8,true,""
Swampscott,Government Center,8,true,""
Alewife,State,8,true,""
Whitman,Chiswick Road,8,true,""
Endicott,Sharon,8,true,""
Maverick,South Attleboro,8,true,""
Hawes Street,Mishawum,8,true,""
Wollaston,Concord,8,true,""
Lowell,Silver Hill,8,true,""
Riverside,Alewife,8,true,""
Copley,Andrew,8,true,""
Beachmont,West Roxbury,8,true,""
Needham Center,Worcester/Union Station,8,true,""
Ashmont,Chiswick Road,8,true,""
Tufts Medical Center,Gloucester,8,true,""
North Station,Saint Marys Street,8,true,""
Ashmont,Brandeis/Roberts,8,true,""
Lincoln,Chelsea,8,true,""
Pleasant Street,Sutherland Road,8,true,""
Talbot Avenue,Melrose Highlands,8,true,""
Government Center,Winchester Center,8,true,""
Worcester/Union Station,Wellesley Hills,8,true,""
Tufts Medical Center,Canton Junction,8,true,""
Auburndale,Providence,8,true,""
Andrew,Brandon Hall,8,true,""
Stoughton,North Station,8,true,""
Orient Heights,Salem,8,true,""
Boston University East,Coolidge Corner,8,true,""
Aquarium,Needham Junction,8,true,""
Halifax,Bowdoin,8,true,""
Chelsea,Longwood Medical Area,8,true,""
Boylston,Community College,8,true,""
West Hingham,Boston College,8,true,""
Needham Heights,Chinatown,8,true,""
Ashmont,West Newton,8,true,""
Prudential,Wickford Junction,8,true,""
Southborough,Saint Marys Street,8,true,""
Prudential,Plimptonville,8,true,""
Revere Beach,North Wilmington,8,true,""
Melrose/Cedar Park,Cleveland Circle,8,true,""
Boylston,Government Center,8,true,""
Greenbush,Museum of Fine Arts,8,true,""
Newburyport,State,8,true,""
Nantasket Junction,Highland,8,true,""
Massachusetts Avenue,Harvard,8,true,""
Canton Junction,Government Center,8,true,""
Lowell,Fields Corner,8,true,""
Shawmut,South Attleboro,8,true,""
Hersey,Fitchburg,8,true,""
Natick Center,Hyde Park,8,true,""
West Medford,North Wilmington,8,true,""
Bowdoin,Davis,8,true,""
Lowell,Tufts Medical Center,8,true,""
Lynn,Bellevue,8,true,""
Community College,Greenwood,8,true,""
North Quincy,JFK/UMass,8,true,""
Fenway,Beaconsfield,8,true,""
Wellington,Lawrence,8,true,""
Sharon,Greenbush,8,true,""
Montserrat,Saint Marys Street,8,true,""
West Newton,Packards Corner,8,true,""
Stony Brook,Sharon,8,true,""
Washington Street,T.F. Green Airport,8,true,""
Allston Street,Blandford Street,8,true,""
Plymouth,Cleveland Circle,8,true,""
Beverly,South Station,8,true,""
Plimptonville,Abington,8,true,""
Walpole,South Acton,8,true,""
Green Street,Washington Street,8,true,""
Community College,Morton Street,8,true,""
Boston University East,Englewood Avenue,8,true,""
Plimptonville,Cohasset,8,true,""
Summit Avenue,Brookline Hills,8,true,""
Lowell,Orient Heights,8,true,""
Framingham,Kendal Green,8,true,""
Sharon,Readville,8,true,""
Rockport,North Wilmington,8,true,""
Dedham Corporate Center,Newmarket,8,true,""
Revere Beach,Sutherland Road,8,true,""
Chinatown,Eliot,8,true,""
Museum of Fine Arts,Providence,8,true,""
Ashmont,Newburyport,8,true,""
Kendal Green,Chestnut Hill Avenue,8,true,""
Bowdoin,Coolidge Corner,8,true,""
Islington,Aquarium,8,true,""
Prudential,Wedgemere,8,true,""
Kingston,Wyoming Hill,8,true,""
Canton Center,Chestnut Hill Avenue,8,true,""
Needham Center,Downtown Crossing,8,true,""
Plymouth,Arlington,8,true,""
Coolidge Corner,Fairmount,8,true,""
Morton Street,Quincy Adams,8,true,""
Brookline Hills,Back Bay,8,true,""
Attleboro,Beverly Farms,8,true,""
North Station,West Hingham,8,true,""
Pleasant Street,Park Street,8,true,""
Lincoln,Beachmont,8,true,""
Uphams Corner,Brookline Village,8,true,""
Uphams Corner,Summit Avenue,8,true,""
Rowley,Lynn,8,true,""
Lynn,Lechmere,8,true,""
Newmarket,Lechmere,8,true,""
Bellevue,Fitchburg,8,true,""
Concord,Brookline Hills,8,true,""
Windsor Gardens,South Acton,8,true,""
North Leominster,Washington Street,8,true,""
Coolidge Corner,Waltham,8,true,""
Tappan Street,Wellington,8,true,""
Brandeis/Roberts,Haymarket,8,true,""
West Newton,Rowley,8,true,""
Airport,Rockport,8,true,""
Plimptonville,Boston College,8,true,""
Ashmont,Fenwood Road,8,true,""
Islington,Saint Marys Street,8,true,""
Brookline Village,Boston University West,8,true,""
