origin,destination,routeCount,ok,mismatches
Lincoln,Chiswick Road,8,true,""
Alewife,Hynes Convention Center,8,true,""
Quincy Center,Forge Park/495,8,true,""
Montserrat,Reading,8,true,""
Stony Brook,Nantasket Junction,8,true,""
Washington Street,Waban,8,true,""
Eliot,Cohasset,8,true,""
Riverway,Boston University Central,8,true,""
Shirley,Broadway,8,true,""
Hastings,Brigham Circle,8,true,""
Needham Heights,Waban,8,true,""
North Quincy,North Station,8,true,""
Forest Hills,Concord,8,true,""
Whitman,Riverway,8,true,""
Foxboro,Blandford Street,8,true,""
Fenway,Kendal Green,8,true,""
Rowley,Maverick,8,true,""
Stony Brook,Quincy Center,8,true,""
Manchester,Wilmington,8,true,""
Davis,Forge Park/495,8,true,""
Saint Marys Street,Hastings,8,true,""
Southborough,Andrew,8,true,""
Wilmington,Melrose/Cedar Park,8,true,""
Forge Park/495,Hastings,8,true,""
Longwood,Brandon Hall,8,true,""
Warren Street,Plymouth,8,true,""
Norwood Depot,West Newton,8,true,""
Boston University East,Salem,8,true,""
Back of the Hill,Hamilton/Wenham,8,true,""
Sutherland Road,Auburndale,8,true,""
Lechmere,Brookline Village,8,true,""
Weymouth Landing/East Braintree,Alewife,8,true,""
Boston College,Melrose/Cedar Park,8,true,""
Park Street,Brandon Hall,8,true,""
Malden Center,Hamilton/Wenham,8,true,""
Bradford,Sullivan Square,8,true,""
Ipswich,Chestnut Hill Avenue,8,true,""
Ashland,Tufts Medical Center,8,true,""
Weymouth Landing/East Braintree,Lynn,8,true,""
Fields Corner,South Acton,8,true,""
North Leominster,Ballardvale,8,true,""
Wachusett,South Street,8,true,""
Framingham,Maverick,8,true,""
Needham Junction,Wellington,8,true,""
Silver Hill,Bellevue,8,true,""
Science Park/West End,Wood Island,8,true,""
Anderson/Woburn,Andover,8,true,""
Route 128,Eliot,8,true,""
Quincy Center,Needham Junction,8,true,""
Brandeis/Roberts,Forge Park/495,8,true,""
Needham Junction,Kent Street,8,true,""
Kendall/MIT,South Attleboro,8,true,""
South Station,Roxbury Crossing,8,true,""
Ipswich,Belmont,8,true,""
Canton Junction,Hastings,8,true,""
Forge Park/495,Norfolk,8,true,""
Fenway,Worcester/Union Station,8,true,""
T.F. Green Airport,Copley,8,true,""
Airport,Reservoir,8,true,""
Concord,Packards Corner,8,true,""
Longwood Medical Area,Newton Highlands,8,true,""
Revere Beach,West Natick,8,true,""
Chestnut Hill Avenue,Andrew,8,true,""
Greenwood,Route 128,8,true,""
Hanson,Norwood Depot,8,true,""
Ashland,Providence,8,true,""
Yawkey,Sullivan Square,8,true,""
Saint Marys Street,Cleveland Circle,8,true,""
Fields Corner,Wollaston,8,true,""
Wood Island,Needham Junction,8,true,""
Fields Corner,Plimptonville,8,true,""
Blandford Street,West Hingham,8,true,""
Chinatown,JFK/UMass,8,true,""
Anderson/Woburn,Wickford Junction,8,true,""
Quincy Center,Forge Park/495,8,true,""
South Street,Fenwood Road,8,true,""
Brigham Circle,South Weymouth,8,true,""
Brookline Village,Malden Center,8,true,""
Canton Center,Boylston,8,true,""
Quincy Center,Dedham Corporate Center,8,true,""
Chestnut Hill,Lechmere,8,true,""
Melrose/Cedar Park,Beachmont,8,true,""
Griggs Street,Forest Hills,8,true,""
Assembly,Kendal Green,8,true,""
Franklin/Dean College,Hanson,8,true,""
Back of the Hill,North Quincy,8,true,""
Uphams Corner,Coolidge Corner,8,true,""
Charles/MGH,Wollaston,8,true,""
Assembly,Harvard,8,true,""
Sutherland Road,Reservoir,8,true,""
Quincy Adams,Boylston,8,true,""
Riverway,Boston University West,8,true,""
Maverick,Riverside,8,true,""
Southborough,Braintree,8,true,""
West Newton,Hersey,8,true,""
Abington,Packards Corner,8,true,""
Norwood Depot,Savin Hill,8,true,""
Wonderland,Cleveland Circle,8,true,""
Boston University West,Reservoir,8,true,""
Woodland,Roxbury Crossing,8,true,""
Greenbush,Orient Heights,8,true,""
West Medford,West Natick,8,true,""
Stony Brook,Concord,8,true,""
Canton Junction,Waverley,8,true,""
Jackson Square,Warren Street,8,true,""
Kendall/MIT,T.F. Green Airport,8,true,""
Brookline Village,Revere Beach,8,true,""
Newmarket,Readville,8,true,""
Airport,Longwood Medical Area,8,true,""
Salem,State,8,true,""
Brandon Hall,West Concord,8,true,""
JFK/UMass,T.F. Green Airport,8,true,""
North Leominster,Fitchburg,8,true,""
Southborough,Roxbury Crossing,8,true,""
Foxboro,Orient Heights,8,true,""
Andover,Back Bay,8,true,""
South Weymouth,Fitchburg,8,true,""
Dean Road,West Natick,8,true,""
Newburyport,Prides Crossing,8,true,""
West Hingham,North Station,8,true,""
Wonderland,Babcock Street,8,true,""
Canton Junction,Copley,8,true,""
Lowell,Airport,8,true,""
Winchester Center,Mansfield,8,true,""
Lincoln,Maverick,8,true,""
Suffolk Downs,Boston College,8,true,""
Fenwood Road,T.F. Green Airport,8,true,""
Wellesley Hills,Orient Heights,8,true,""
Boylston,Stony Brook,8,true,""
Waban,Ashmont,8,true,""
Waban,Brookline Hills,8,true,""
Readville,Chiswick Road,8,true,""
Harvard,Melrose Highlands,8,true,""
Four Corners/Geneva,North Beverly,8,true,""
Prudential,Weymouth Landing/East Braintree,8,true,""
Hynes Convention Center,Bradford,8,true,""
Brandon Hall,Babcock Street,8,true,""
Downtown Crossing,Wachusett,8,true,""
Boylston,Fenway,8,true,""
Airport,Aquarium,8,true,""
Copley,Plimptonville,8,true,""
Copley,Newmarket,8,true,""
Science Park/West End,Newburyport,8,true,""
Mission Park,Maverick,8,true,""
Babcock Street,Hawes Street,8,true,""
Brandon Hall,Mansfield,8,true,""
Grafton,Kendall/MIT,8,true,""
Savin Hill,Allston Street,8,true,""
Prides Crossing,Norwood Depot,8,true,""
Allston Street,Four Corners/Geneva,8,true,""
Malden Center,Museum of Fine Arts,8,true,""
Revere Beach,Riverside,8,true,""
Washington Street,Lawrence,8,true,""
Broadway,South Street,8,true,""
Fenwood Road,Packards Corner,8,true,""
Needham Heights,Beverly Farms,8,true,""
South Station,Washington Street,8,true,""
Hastings,Back of the Hill,8,true,""
Fenwood Road,Boston University West,8,true,""
Museum of Fine Arts,Forge Park/495,8,true,""
Roslindale Village,Fenwood Road,8,true,""
Brigham Circle,Woodland,8,true,""
Central,Needham Center,8,true,""
Museum of Fine Arts,Swampscott,8,true,""
Chestnut Hill Avenue,Wyoming Hill,8,true,""
Aquarium,Cohasset,8,true,""
Packards Corner,Massachusetts Avenue,8,true,""
Canton Junction,Sutherland Road,8,true,""
Malden Center,West Roxbury,8,true,""
Hyde Park,Sutherland Road,8,true,""
Norwood Depot,Hastings,8,true,""
Silver Hill,Kingston,8,true,""
Canton Center,Walpole,8,true,""
Andrew,Halifax,8,true,""
Bowdoin,T.F. Green Airport,8,true,""
Newtonville,Charles/MGH,8,true,""
Roslindale Village,Northeastern University,8,true,""
Massachusetts Avenue,Dedham Corporate Center,8,true,""
Science Park/West End,Fields Corner,8,true,""
Highland,Allston Street,8,true,""
Rowley,Warren Street,8,true,""
Chestnut Hill Avenue,Bradford,8,true,""
Brandeis/Roberts,Hamilton/Wenham,8,true,""
Hanson,Downtown Crossing,8,true,""
Woodland,Highland,8,true,""
Science Park/West End,Beverly Farms,8,true,""
Cleveland Circle,Sullivan Square,8,true,""
Kendall/MIT,Hamilton/Wenham,8,true,""
Ballardvale,Andover,8,true,""
Babcock Street,Providence,8,true,""
East Weymouth,Wonderland,8,true,""
Littleton/Route 495,Manchester,8,true,""
East Weymouth,Oak Grove,8,true,""
Kenmore,Chiswick Road,8,true,""
Waltham,Abington,8,true,""
Bowdoin,Belmont,8,true,""
Charles/MGH,Newmarket,8,true,""
Allston Street,North Quincy,8,true,""
Kenmore,Wollaston,8,true,""
Massachusetts Avenue,Maverick,8,true,""
Lawrence,Brandeis/Roberts,8,true,""
East Weymouth,Kendall/MIT,8,true,""
Mansfield,Ruggles,8,true,""
Boston University East,North Station,8,true,""
Norfolk,Attleboro,8,true,""
Science Park/West End,South Attleboro,8,true,""
Green Street,Babcock Street,8,true,""
Newmarket,Mishawum,8,true,""
Wakefield,Northeastern University,8,true,""
West Newton,Lynn,8,true,""
Harvard,Wellesley Farms,8,true,""
West Concord,Arlington,8,true,""
Beaconsfield,Ashmont,8,true,""
Haverhill,Worcester/Union Station,8,true,""
Walpole,Canton Junction,8,true,""
Griggs Street,South Weymouth,8,true,""
Symphony,Pleasant Street,8,true,""
Newton Highlands,Whitman,8,true,""
Highland,Copley,8,true,""
Wonderland,Littleton/Route 495,8,true,""
Suffolk Downs,Revere Beach,8,true,""
Montserrat,Roxbury Crossing,8,true,""
Roslindale Village,Providence,8,true,""
Blandford Street,Framingham,8,true,""
Symphony,East Weymouth,8,true,""
Arlington,Sutherland Road,8,true,""
Charles/MGH,Hanson,8,true,""
Park Street,Framingham,8,true,""
Eliot,Blandford Street,8,true,""
Reading,Blandford Street,8,true,""
Shawmut,Longwood Medical Area,8,true,""
Ruggles,Grafton,8,true,""
Ayer,South Station,8,true,""
Ayer,Auburndale,8,true,""
Copley,Norwood Depot,8,true,""
Science Park/West End,Assembly,8,true,""
Wellesley Farms,Shirley,8,true,""
Symphony,Airport,8,true,""
Halifax,Belmont,8,true,""
Halifax,Reservoir,8,true,""
Mansfield,Tufts Medical Center,8,true,""
Kendall/MIT,Boston University East,8,true,""
Hastings,Westborough,8,true,""
Bellevue,Fairbanks Street,8,true,""
Reservoir,Auburndale,8,true,""
Longwood Medical Area,Beachmont,8,true,""
Jackson Square,Beachmont,8,true,""
Harvard,North Wilmington,8,true,""
Woodland,Stony Brook,8,true,""
Chelsea,Swampscott,8,true,""
Bradford,Blandford Street,8,true,""
Wyoming Hill,Grafton,8,true,""
West Newton,Packards Corner,8,true,""
Wellington,Science Park/West End,8,true,""
Concord,Fairmount,8,true,""
Chestnut Hill,Back of the Hill,8,true,""
Mission Park,Wellesley Farms,8,true,""
North Station,Nantasket Junction,8,true,""
Washington Street,Stoughton,8,true,""
Government Center,Alewife,8,true,""
Dean Road,Back of the Hill,8,true,""
Woodland,Andrew,8,true,""
T.F. Green Airport,Museum of Fine Arts,8,true,""
Airport,Hamilton/Wenham,8,true,""
Greenwood,Norwood Central,8,true,""
Riverside,Mansfield,8,true,""
Montserrat,Chestnut Hill,8,true,""
Fairbanks Street,Wellesley Square,8,true,""
Mission Park,Braintree,8,true,""
Airport,Andrew,8,true,""
Wollaston,Fenwood Road,8,true,""
Ipswich,Boston University East,8,true,""
T.F. Green Airport,Rowley,8,true,""
Newmarket,Quincy Adams,8,true,""
Fairbanks Street,Kendal Green,8,true,""
Needham Junction,Whitman,8,true,""
Central,Community College,8,true,""
Salem,Prides Crossing,8,true,""
Norfolk,Winchester Center,8,true,""
Chinatown,Riverside,8,true,""
Beaconsfield,Talbot Avenue,8,true,""
Charles/MGH,Gloucester,8,true,""
North Leominster,Porter,8,true,""
Swampscott,Ashland,8,true,""
Fields Corner,Park Street,8,true,""
Norwood Depot,Nantasket Junction,8,true,""
Blandford Street,Museum of Fine Arts,8,true,""
Cleveland Circle,Boston University Central,8,true,""
South Weymouth,Ipswich,8,true,""
West Gloucester,Malden Center,8,true,""
Babcock Street,Westborough,8,true,""
Government Center,Saint Paul Street,8,true,""
Boylston,Riverway,8,true,""
Worcester/Union Station,Roxbury Crossing,8,true,""
Wollaston,Shawmut,8,true,""
Boston University Central,Natick Center,8,true,""
Beverly Farms,Swampscott,8,true,""
Belmont,Littleton/Route 495,8,true,""
South Weymouth,Assembly,8,true,""
Ashmont,Reading,8,true,""
Boston University East,Forge Park/495,8,true,""
Yawkey,Stony Brook,8,true,""
JFK/UMass,Bowdoin,8,true,""
Boston College,Copley,8,true,""
Coolidge Corner,South Weymouth,8,true,""
Concord,Ruggles,8,true,""
Riverway,Arlington,8,true,""
Newton Centre,Dedham Corporate Center,8,true,""
Waverley,Lawrence,8,true,""
Westborough,Readville,8,true,""
Anderson/Woburn,Walpole,8,true,""
Littleton/Route 495,Ballardvale,8,true,""
West Concord,Coolidge Corner,8,true,""
Northeastern University,Dedham Corporate Center,8,true,""
Prides Crossing,Lynn,8,true,""
Sutherland Road,Newmarket,8,true,""
Longwood,Fields Corner,8,true,""
Hynes Convention Center,Talbot Avenue,8,true,""
Mishawum,Readville,8,true,""
Packards Corner,Prudential,8,true,""
Shirley,Coolidge Corner,8,true,""
Roxbury Crossing,Warren Street,8,true,""
Downtown Crossing,Chestnut Hill,8,true,""
Auburndale,Lawrence,8,true,""
Airport,Haverhill,8,true,""
Needham Heights,Heath Street,8,true,""
Tufts Medical Center,Natick Center,8,true,""
Wedgemere,Davis,8,true,""
Hawes Street,Bellevue,8,true,""
Brookline Village,Brigham Circle,8,true,""
Wilmington,Gloucester,8,true,""
Wollaston,Ashmont,8,true,""
Newton Highlands,Roslindale Village,8,true,""
South Station,Greenwood,8,true,""
Norfolk,Reading,8,true,""
Fairbanks Street,Weymouth Landing/East Braintree,8,true,""
Morton Street,Tufts Medical Center,8,true,""
Boston University Central,Summit Avenue,8,true,""
Haverhill,North Scituate,8,true,""
Orient Heights,Brookline Village,8,true,""
North Beverly,Attleboro,8,true,""
Oak Grove,Ayer,8,true,""
Talbot Avenue,Roxbury Crossing,8,true,""
Readville,Fairmount,8,true,""
Needham Junction,Airport,8,true,""
West Hingham,West Natick,8,true,""
Shawmut,Andrew,8,true,""
Shirley,Prudential,8,true,""
Lawrence,West Natick,8,true,""
Oak Grove,South Station,8,true,""
Northeastern University,North Billerica,8,true,""
Needham Heights,Newton Centre,8,true,""
Windsor Gardens,Newtonville,8,true,""
Fairmount,Auburndale,8,true,""
Lincoln,Newton Highlands,8,true,""
Charles/MGH,Heath Street,8,true,""
Jackson Square,Montserrat,8,true,""
South Acton,Maverick,8,true,""
Heath Street,Eliot,8,true,""
Fairbanks Street,Hersey,8,true,""
Dedham Corporate Center,Roxbury Crossing,8,true,""
Belmont,South Acton,8,true,""
Jackson Square,Longwood Medical Area,8,true,""
Ipswich,Natick Center,8,true,""
Readville,Needham Heights,8,true,""
Aquarium,Orient Heights,8,true,""
Uphams Corner,Downtown Crossing,8,true,""
Plymouth,Canton Center,8,true,""
Norwood Depot,East Weymouth,8,true,""
Boston University West,South Weymouth,8,true,""
Providence,West Roxbury,8,true,""
Wellesley Farms,North Billerica,8,true,""
Lincoln,Packards Corner,8,true,""
Washington Street,Stoughton,8,true,""
Norfolk,Jackson Square,8,true,""
Tappan Street,Wellesley Farms,8,true,""
Endicott,North Wilmington,8,true,""
Bellevue,Brandon Hall,8,true,""
Back of the Hill,Sutherland Road,8,true,""
Bowdoin,Nantasket Junction,8,true,""
Allston Street,Ayer,8,true,""
Allston Street,Cleveland Circle,8,true,""
Swampscott,Four Corners/Geneva,8,true,""
Beaconsfield,Symphony,8,true,""
Beaconsfield,Lynn,8,true,""
Pleasant Street,Wakefield,8,true,""
West Concord,Griggs Street,8,true,""
Wachusett,Orient Heights,8,true,""
Montserrat,Newtonville,8,true,""
T.F. Green Airport,Sullivan Square,8,true,""
Mission Park,Warren Street,8,true,""
Packards Corner,Chestnut Hill Avenue,8,true,""
Mansfield,Symphony,8,true,""
Oak Grove,West Roxbury,8,true,""
Salem,Boston University West,8,true,""
Charles/MGH,Newburyport,8,true,""
Swampscott,Prudential,8,true,""
Pleasant Street,Wood Island,8,true,""
Lowell,Porter,8,true,""
West Hingham,Park Street,8,true,""
Yawkey,Hersey,8,true,""
Grafton,West Medford,8,true,""
Littleton/Route 495,North Billerica,8,true,""
Ashland,Boston College,8,true,""
Southborough,West Newton,8,true,""
Fitchburg,Rockport,8,true,""
Lowell,Boylston,8,true,""
Swampscott,Back Bay,8,true,""
Science Park/West End,Eliot,8,true,""
Wyoming Hill,Chestnut Hill,8,true,""
Chinatown,Hamilton/Wenham,8,true,""
East Weymouth,Forest Hills,8,true,""
Littleton/Route 495,Chinatown,8,true,""
Braintree,Anderson/Woburn,8,true,""
Waban,Lincoln,8,true,""
North Beverly,Jackson Square,8,true,""
Museum of Fine Arts,Kingston,8,true,""
Pleasant Street,Alewife,8,true,""
Kendall/MIT,Wilmington,8,true,""
Kingston,West Roxbury,8,true,""
Wachusett,Littleton/Route 495,8,true,""
Chelsea,Stoughton,8,true,""
Dedham Corporate Center,Allston Street,8,true,""
Framingham,Readville,8,true,""
Ipswich,Hersey,8,true,""
Prides Crossing,West Newton,8,true,""
Chestnut Hill,Southborough,8,true,""
Lawrence,Community College,8,true,""
Wickford Junction,Worcester/Union Station,8,true,""
Needham Heights,Mansfield,8,true,""
Bowdoin,Longwood,8,true,""
Providence,Ashland,8,true,""
Stoughton,Wedgemere,8,true,""
Melrose/Cedar Park,Fairmount,8,true,""
Silver Hill,Endicott,8,true,""
Salem,South Street,8,true,""
Community College,Longwood,8,true,""
Porter,North Station,8,true,""
Cohasset,Melrose Highlands,8,true,""
Allston Street,Framingham,8,true,""
Natick Center,Melrose Highlands,8,true,""
Chiswick Road,Brookline Village,8,true,""
Haverhill,Uphams Corner,8,true,""
Uphams Corner,Lowell,8,true,""
Warren Street,Blandford Street,8,true,""
Ashland,Porter,8,true,""
Grafton,Roslindale Village,8,true,""
West Roxbury,Boylston,8,true,""
Wollaston,Bradford,8,true,""
Fenwood Road,Brigham Circle,8,true,""
Canton Center,Nantasket Junction,8,true,""
Ballardvale,Franklin/Dean College,8,true,""
Braintree,Beverly,8,true,""
Islington,Copley,8,true,""
Norwood Depot,Prides Crossing,8,true,""
Boylston,Brandon Hall,8,true,""
Copley,Quincy Adams,8,true,""
Allston Street,Fenwood Road,8,true,""
Heath Street,Fenway,8,true,""
Gloucester,Montserrat,8,true,""
Windsor Gardens,Framingham,8,true,""
Forge Park/495,T.F. Green Airport,8,true,""
Brigham Circle,Fitchburg,8,true,""
Sutherland Road,Weymouth Landing/East Braintree,8,true,""
Lechmere,Oak Grove,8,true,""
Wollaston,Boston University East,8,true,""
Assembly,Brookline Village,8,true,""
Kingston,Reservoir,8,true,""
Swampscott,Brandeis/Roberts,8,true,""
Fenwood Road,Wellington,8,true,""
Chinatown,Wyoming Hill,8,true,""
Haverhill,Tufts Medical Center,8,true,""
Nantasket Junction,Waltham,8,true,""
Southborough,Allston Street,8,true,""
Boston University East,Jackson Square,8,true,""
Cleveland Circle,South Weymouth,8,true,""
Melrose Highlands,Symphony,8,true,""
Highland,Newburyport,8,true,""
Norwood Depot,Whitman,8,true,""
West Medford,JFK/UMass,8,true,""
Maverick,Saint Paul Street,8,true,""
Yawkey,Grafton,8,true,""
Saint Paul Street,Charles/MGH,8,true,""
West Natick,Wachusett,8,true,""
Manchester,Tufts Medical Center,8,true,""
Wellington,Chestnut Hill,8,true,""
Melrose Highlands,Brandeis/Roberts,8,true,""
Chinatown,North Station,8,true,""
Maverick,Walpole,8,true,""
Forge Park/495,Newmarket,8,true,""
Eliot,North Quincy,8,true,""
Montserrat,Auburndale,8,true,""
Plymouth,Orient Heights,8,true,""
Franklin/Dean College,Shirley,8,true,""
Kendal Green,Haymarket,8,true,""
Montserrat,Needham Junction,8,true,""
Andover,Natick Center,8,true,""
JFK/UMass,Sullivan Square,8,true,""
Wonderland,Hastings,8,true,""
Park Street,Westborough,8,true,""
Wollaston,Longwood,8,true,""
Boston College,Waltham,8,true,""
Sharon,South Acton,8,true,""
Wedgemere,Saint Marys Street,8,true,""
Kingston,Hyde Park,8,true,""
Hersey,Ballardvale,8,true,""
Boston University West,Route 128,8,true,""
Arlington,State,8,true,""
Wellesley Farms,Beaconsfield,8,true,""
Wellesley Square,Wickford Junction,8,true,""
Forge Park/495,Shawmut,8,true,""
Greenbush,Wedgemere,8,true,""
Foxboro,Boston College,8,true,""
Warren Street,Brookline Hills,8,true,""
Pleasant Street,Islington,8,true,""
Melrose/Cedar Park,Canton Center,8,true,""
Mansfield,Aquarium,8,true,""
South Station,West Gloucester,8,true,""
North Quincy,Wilmington,8,true,""
Boston University East,Cleveland Circle,8,true,""
Broadway,Blandford Street,8,true,""
Sharon,Chestnut Hill Avenue,8,true,""
Ashmont,West Medford,8,true,""
Route 128,Alewife,8,true,""
Saint Marys Street,Greenbush,8,true,""
North Wilmington,Wood Island,8,true,""
Saint Marys Street,State,8,true,""
Museum of Fine Arts,Windsor Gardens,8,true,""
Wakefield,Aquarium,8,true,""
Ashland,South Station,8,true,""
Framingham,Cleveland Circle,8,true,""
Forest Hills,Waverley,8,true,""
Saint Marys Street,Wedgemere,8,true,""
Fenway,Silver Hill,8,true,""
Roxbury Crossing,North Billerica,8,true,""
Hyde Park,Boston University East,8,true,""
Chestnut Hill Avenue,Boston University East,8,true,""
Wedgemere,Science Park/West End,8,true,""
Grafton,Route 128,8,true,""
Bowdoin,Boston University Central,8,true,""
JFK/UMass,West Newton,8,true,""
Jackson Square,Lechmere,8,true,""
Hersey,Jackson Square,8,true,""
Wedgemere,Beachmont,8,true,""
Beverly,Hanson,8,true,""
Shawmut,North Wilmington,8,true,""
Roslindale Village,Fairbanks Street,8,true,""
Woodland,North Wilmington,8,true,""
Salem,Harvard,8,true,""
Riverway,Broadway,8,true,""
Boston University West,Stoughton,8,true,""
Kendal Green,Concord,8,true,""
Stoughton,Englewood Avenue,8,true,""
Harvard,Fenwood Road,8,true,""
Highland,Davis,8,true,""
Haverhill,Park Street,8,true,""
Fairmount,Quincy Adams,8,true,""
Fenwood Road,Canton Center,8,true,""
Westborough,Chelsea,8,true,""
Providence,Norwood Central,8,true,""
North Billerica,Boston University Central,8,true,""
Readville,Central,8,true,""
Norwood Central,Hynes Convention Center,8,true,""
Airport,Beverly Farms,8,true,""
Wyoming Hill,Hanson,8,true,""
Hanson,Southborough,8,true,""
Stony Brook,Waban,8,true,""
Community College,Jackson Square,8,true,""
Silver Hill,Massachusetts Avenue,8,true,""
Route 128,Summit Avenue,8,true,""
Mission Park,Whitman,8,true,""
Massachusetts Avenue,Lynn,8,true,""
Forge Park/495,Greenbush,8,true,""
Nantasket Junction,Chestnut Hill,8,true,""
Brigham Circle,Brandeis/Roberts,8,true,""
South Street,Wellington,8,true,""
Alewife,Englewood Avenue,8,true,""
Stony Brook,Summit Avenue,8,true,""
Canton Center,Science Park/West End,8,true,""
Norwood Central,Melrose/Cedar Park,8,true,""
Woodland,Wellesley Farms,8,true,""
West Concord,Heath Street,8,true,""
Tufts Medical Center,Babcock Street,8,true,""
Wellesley Square,Hyde Park,8,true,""
Ashmont,Shirley,8,true,""
Boylston,South Street,8,true,""
Summit Avenue,Fenwood Road,8,true,""
Bellevue,South Weymouth,8,true,""
Chestnut Hill,Fitchburg,8,true,""
Orient Heights,Ayer,8,true,""
Yawkey,Back Bay,8,true,""
Framingham,Wachusett,8,true,""
Stony Brook,Mansfield,8,true,""
Orient Heights,Wickford Junction,8,true,""
Fenway,Symphony,8,true,""
Roxbury Crossing,Wellington,8,true,""
Reading,Canton Junction,8,true,""
Wonderland,Porter,8,true,""
Needham Junction,Talbot Avenue,8,true,""
Tappan Street,Ruggles,8,true,""
State,Kendall/MIT,8,true,""
Copley,Green Street,8,true,""
Boston College,Wood Island,8,true,""
Coolidge Corner,Franklin/Dean College,8,true,""
Waverley,Roxbury Crossing,8,true,""
Sharon,Morton Street,8,true,""
Salem,Abington,8,true,""
Assembly,Back Bay,8,true,""
Shawmut,Forge Park/495,8,true,""
Auburndale,Newburyport,8,true,""
Community College,Rowley,8,true,""
West Hingham,West Medford,8,true,""
Southborough,Blandford Street,8,true,""
Newburyport,Roslindale Village,8,true,""
Wellesley Hills,Roslindale Village,8,true,""
Back Bay,Plymouth,8,true,""
Greenwood,Newmarket,8,true,""
Endicott,Franklin/Dean College,8,true,""
West Roxbury,Uphams Corner,8,true,""
Wachusett,Hawes Street,8,true,""
Brookline Village,Malden Center,8,true,""
Beverly Farms,Longwood Medical Area,8,true,""
Harvard,Anderson/Woburn,8,true,""
Newtonville,Islington,8,true,""
Boston University Central,Saint Marys Street,8,true,""
Swampscott,Babcock Street,8,true,""
Prudential,South Station,8,true,""
Forest Hills,Haverhill,8,true,""
North Leominster,Manchester,8,true,""
West Newton,Mansfield,8,true,""
Ruggles,Boston University Central,8,true,""
Needham Center,North Leominster,8,true,""
Kendall/MIT,North Wilmington,8,true,""
Ipswich,Sharon,8,true,""
Mishawum,Newton Highlands,8,true,""
West Concord,Back of the Hill,8,true,""
Quincy Adams,Hawes Street,8,true,""
Brandeis/Roberts,Talbot Avenue,8,true,""
Providence,Wonderland,8,true,""
Prudential,Fitchburg,8,true,""
Chinatown,Quincy Adams,8,true,""
Hanson,Bellevue,8,true,""
Winchester Center,West Medford,8,true,""
North Beverly,Plimptonville,8,true,""
West Newton,Roslindale Village,8,true,""
Suffolk Downs,Swampscott,8,true,""
Fields Corner,Roxbury Crossing,8,true,""
Windsor Gardens,Haverhill,8,true,""
Wellesley Square,Prudential,8,true,""
Newton Centre,Talbot Avenue,8,true,""
Franklin/Dean College,Airport,8,true,""
Downtown Crossing,Ballardvale,8,true,""
Boylston,Government Center,8,true,""
Tappan Street,Sullivan Square,8,true,""
Melrose Highlands,Alewife,8,true,""
Quincy Adams,Forest Hills,8,true,""
Yawkey,Beaconsfield,8,true,""
Chinatown,Brigham Circle,8,true,""
Prides Crossing,Brigham Circle,8,true,""
Mission Park,Andover,8,true,""
Sutherland Road,Forge Park/495,8,true,""
Anderson/Woburn,Shirley,8,true,""
Southborough,Chestnut Hill Avenue,8,true,""
Concord,Davis,8,true,""
Wyoming Hill,Franklin/Dean College,8,true,""
Lowell,Forge Park/495,8,true,""
Attleboro,Anderson/Woburn,8,true,""
Hamilton/Wenham,Boston University West,8,true,""
Riverway,Saint Paul Street,8,true,""
Bowdoin,Boston College,8,true,""
West Medford,Englewood Avenue,8,true,""
Symphony,Franklin/Dean College,8,true,""
Concord,Cleveland Circle,8,true,""
Alewife,Abington,8,true,""
Fitchburg,Melrose Highlands,8,true,""
Wonderland,Framingham,8,true,""
Uphams Corner,Reservoir,8,true,""
Back of the Hill,Harvard Avenue,8,true,""
Lynn,Littleton/Route 495,8,true,""
Manchester,Ashmont,8,true,""
Arlington,Orient Heights,8,true,""
Lawrence,Needham Center,8,true,""
Stoughton,Hawes Street,8,true,""
Wellesley Hills,Shawmut,8,true,""
Norfolk,Nantasket Junction,8,true,""
Cohasset,Brookline Village,8,true,""
Waban,Canton Junction,8,true,""
Wellesley Hills,Fitchburg,8,true,""
Roslindale Village,Lechmere,8,true,""
Dean Road,Brookline Village,8,true,""
North Wilmington,Lawrence,8,true,""
Ipswich,Boylston,8,true,""
Fields Corner,West Concord,8,true,""
Saint Paul Street,Ipswich,8,true,""
Ballardvale,Boston College,8,true,""
South Weymouth,Lincoln,8,true,""
Reservoir,Melrose Highlands,8,true,""
Swampscott,Natick Center,8,true,""
Sullivan Square,Mission Park,8,true,""
North Quincy,Route 128,8,true,""
Harvard,Fitchburg,8,true,""
State,Windsor Gardens,8,true,""
Beverly Farms,Montserrat,8,true,""
Franklin/Dean College,Lynn,8,true,""
Concord,Alewife,8,true,""
North Beverly,Beaconsfield,8,true,""
Boston University East,Griggs Street,8,true,""
Newtonville,Walpole,8,true,""
Brandeis/Roberts,Kent Street,8,true,""
North Leominster,Dedham Corporate Center,8,true,""
Lawrence,Prides Crossing,8,true,""
Eliot,Newmarket,8,true,""
Symphony,Wilmington,8,true,""
Griggs Street,Chinatown,8,true,""
Charles/MGH,Back of the Hill,8,true,""
North Billerica,Talbot Avenue,8,true,""
Salem,Wyoming Hill,8,true,""
Cohasset,Boylston,8,true,""
Saint Marys Street,North Station,8,true,""
Highland,Washington Street,8,true,""
North Beverly,Fenwood Road,8,true,""
Hyde Park,Mishawum,8,true,""
Broadway,JFK/UMass,8,true,""
Weymouth Landing/East Braintree,Uphams Corner,8,true,""
Ipswich,Ruggles,8,true,""
